datetime,GHI,BNI,DHI,DBT,RH,Ws10,Wd10,Patmo,Rainfall
02-Jan-2021 03:10:00,0,0,0,24.023,73.394,4.4298,119.7,1015.1,0
02-Jan-2021 03:20:00,0,0,0,24.006,72.374,4.0889,120.97,1015,0
02-Jan-2021 03:30:00,0,0,0,23.944,70.667,3.9525,119.84,1015,0
02-Jan-2021 03:40:00,0,0,0,23.927,69.093,3.598,117.33,1015,0
02-Jan-2021 03:50:00,0,0,0,23.939,68.638,4.2962,115.97,1015,0
02-Jan-2021 04:00:00,0,0,0,23.965,68.993,4.7544,119.62,1015,0
02-Jan-2021 04:10:00,0,0,0,23.756,70.084,4.2155,113.46,1015,0
02-Jan-2021 04:20:00,0,0,0,23.715,70.309,4.3629,117.07,1015,0
02-Jan-2021 04:30:00,0,0,0,23.672,70.942,3.6432,120.08,1015,0
02-Jan-2021 04:40:00,0,0,0,23.753,72.582,4.6511,118.83,1015,0
02-Jan-2021 04:50:00,0,0,0,23.621,72.554,3.1956,103.715,1015,0
02-Jan-2021 05:00:00,0,0,0,23.437,71.343,2.2894,95.54,1015,0
02-Jan-2021 05:10:00,0,0,0,23.301,70.182,1.8975,103.89,1015,0
02-Jan-2021 05:20:00,0,0,0,23.498,67.484,2.6735,107.32,1015,0
02-Jan-2021 05:30:00,0,0,0,23.675,64.74,3.1125,119.515,1015.6,0
02-Jan-2021 05:40:00,0.7129,0,0.7129,23.574,64.964,2.5895,121.42,1015.3,0
02-Jan-2021 05:50:00,5.7277,8.4387881281073,5.05493720952099,23.564,65.034,3.1781,116.12,1015.8,0
02-Jan-2021 06:00:00,19.874,13.2270293063021,18.33999998825,23.307,67.842,2.2702,90.387,1016,0
02-Jan-2021 06:10:00,52.464,74.5481041966818,39.7649240981307,23.1,68.617,1.4094,94.908,1016,0
02-Jan-2021 06:20:00,87.949,280.495969688087,54.051268276617,23.778,60.942,2.0107,112.94,1016,0
02-Jan-2021 06:30:00,124.37,377.153020136193,65.1586815205762,24.543,56.775,1.3763,114.92,1016,0
02-Jan-2021 06:40:00,159.87,433.193300786674,75.9269627246614,25.179,54.918,1.0662,103.47,1016,0
02-Jan-2021 06:50:00,197.42,489.020209513733,84.4707315801527,25.137,56.557,1.7256,74.365,1016,0
02-Jan-2021 07:00:00,238.62,557.964937347249,89.1582123819882,25.429,62.18,1.3894,72.841,1016,0
02-Jan-2021 07:10:00,280.49,616.75561628433,92.7142353181851,26.332,59.465,0.1375,136.322,1016,0
02-Jan-2021 07:20:00,318.54,642.420151449603,99.5886039774713,27.12,50.755,0.75,119.71,1016,0
02-Jan-2021 07:30:00,354.68,654.728160665308,107.884789178485,27.341,49.387,1.6933,111.831,1016,0
02-Jan-2021 07:40:00,390.38,664.814815472932,116.102105197802,27.246,49.922,3.0312,103.745,1016,0
02-Jan-2021 07:50:00,430.85,695.673755199497,119.326206543501,27.252,53.146,3.0274,94.435,1016,0
02-Jan-2021 08:00:00,471.94,726.103364429959,121.579557032314,27.115,56.699,4.8543,112.7,1016,0
02-Jan-2021 08:10:00,515.28,762.388615108273,121.565137599777,27.333,53.604,3.7326,113.41,1016,0
02-Jan-2021 08:20:00,554.33,781.63739502058,124.738769477368,27.755,52.082,3.2939,105.145,1016,0
02-Jan-2021 08:30:00,591.61,795.189272777718,128.733582444183,28.118,50.746,1.5594,153.028,1016,0
02-Jan-2021 08:40:00,627.85,806.577666860144,132.830929154298,28.348,50.844,1.751,285.14,1016,0
02-Jan-2021 08:50:00,668.51,830.098787998424,133.474269008544,28.724,50.948,1.7574,236.24,1016,0
02-Jan-2021 09:00:00,705.44,844.249066822345,136.126781265502,28.955,50.56,1.1565,232.73,1016,0
02-Jan-2021 09:10:00,672.34,718.95624377048,168.688968538771,29.199,50.642,1.0823,258.79,1016,0
02-Jan-2021 09:20:00,595.58,490.046452826319,235.359003947058,29.133,51.075,2.5869,152.585,1016,0
02-Jan-2021 09:30:00,858,946.015490637147,141.461138517689,28.766,53.216,3.2278,121.92,1016,0
02-Jan-2021 09:40:00,848.9,880.429477576249,159.855142173745,29.033,52.632,3.066,153.79,1016,0
02-Jan-2021 09:50:00,898.8,928.497176755795,149.279562637801,28.996,52.286,3.3498,134.33,1016,0
02-Jan-2021 10:00:00,937.2,931.80041017904,164.00301118962,29.176,52.785,3.2633,135.49,1016,0
02-Jan-2021 10:10:00,874.57,778.680648828902,212.103047452104,29.196,54.49,4.3042,125.75,1016,0
02-Jan-2021 10:20:00,981.3,933.797442738497,166.841409191614,28.856,56.383,4.4577,127.75,1016,0
02-Jan-2021 10:30:00,1047.8,979.757356773862,174.942942850264,29.18,56.044,3.7169,133.72,1016,0
02-Jan-2021 10:40:00,1046,959.573148960113,174.156894905192,29.223,55.142,4.6992,119.28,1016,0
02-Jan-2021 10:50:00,1013.46,876.645131809732,202.353616720723,28.762,57.966,5.8025,121.39,1016,0
02-Jan-2021 11:00:00,1018.1,889.434455810159,182.843797582527,28.484,59.138,5.9882,120.27,1016,0
02-Jan-2021 11:10:00,1046.4,915.179567960946,175.025114596925,28.662,59.781,5.2193,121.63,1016,0
02-Jan-2021 11:20:00,1063.9,920.612425850638,176.778940491532,28.885,58.67,5.1275,121.955,1015.9,0
02-Jan-2021 11:30:00,1078.5,924.349675356472,178.604827080224,29.24,56.363,4.7206,130.29,1015,0
02-Jan-2021 11:40:00,1096.4,932.642196064823,180.63102774506,29.218,55.568,4.6535,121.25,1015,0
02-Jan-2021 11:50:00,1106.3,934.293215071437,182.593681353337,29.296,56.122,5.1618,125.4,1015,0
02-Jan-2021 12:00:00,1104.7,916.246765023532,194.181033183042,28.999,55.339,5.4382,120.02,1015,0
02-Jan-2021 12:10:00,1052.29,828.568653713279,226.05659487893,29.217,55.25,5.8161,117.26,1015,0
02-Jan-2021 12:20:00,1126.5,935.371405459278,191.862826667621,29.016,56.746,6.0916,116.82,1015,0
02-Jan-2021 12:30:00,1093.16,854.902741866976,238.691590159664,28.974,57.972,5.6307,122.3,1015,0
02-Jan-2021 12:40:00,1086.6,891.061870747855,197.21560349852,28.975,57.945,5.8225,129.79,1015,0
02-Jan-2021 12:50:00,1108.2,929.534381935743,183.202473062953,29.248,57.754,5.121,123.64,1015,0
02-Jan-2021 13:00:00,1103.7,930.525991566222,182.021379261734,29.165,58.277,5.2302,129.33,1015,0
02-Jan-2021 13:10:00,1105.2,937.954065571308,182.011575209605,29.174,58.578,5.5392,127.87,1015,0
02-Jan-2021 13:20:00,1199.4,1025.80829344133,197.901,29.276,58.182,5.303,122.89,1015,0
02-Jan-2021 13:30:00,780.93,406.985594461515,386.950666075367,29.558,56.865,5.1039,119.69,1015,0
02-Jan-2021 13:40:00,580.82,126.543563089499,459.79162686446,28.76,59.565,5.3545,120.04,1015,0
02-Jan-2021 13:50:00,716.25,362.488762244276,374.721235770211,28.399,60.764,5.8547,120.365,1015,0
02-Jan-2021 14:00:00,1041.51,860.103852145354,240.88974302238,28.755,58.568,5.9581,121.63,1014.7,0
02-Jan-2021 14:10:00,808.53,557.868216608149,299.329605325847,28.702,57.938,6.2207,122.81,1014.8,0
02-Jan-2021 14:20:00,1015.95,912.715088423938,197.517235592074,28.457,58.264,7.1559,119.675,1014.8,0
02-Jan-2021 14:30:00,982.5,932.990446493567,162.942854719765,28.951,57.212,6.1811,122.37,1014.1,0
02-Jan-2021 14:40:00,953.2,926.419437713391,157.850248352119,29.007,58.236,5.8275,124.89,1014,0
02-Jan-2021 14:50:00,902.9,889.044174937881,158.513430903341,28.935,58.283,5.8869,116.41,1014,0
02-Jan-2021 15:00:00,872.6,880.732874165722,155.061402533518,28.904,57.656,6.2538,119.14,1014,0
02-Jan-2021 15:10:00,837.9,864.260913733956,154.391266867315,28.649,60.159,6.47,122.02,1014,0
02-Jan-2021 15:20:00,812,865.670158365961,149.091736078134,28.226,61.911,6.3866,121.915,1014,0
02-Jan-2021 15:30:00,780.19,857.686248760304,145.877334962973,28.149,61.229,6.8674,120.805,1014,0
02-Jan-2021 15:40:00,748.94,852.596943278999,141.709559218758,28.177,60.179,6.725,119.065,1014,0
02-Jan-2021 15:50:00,714.3,842.124485893773,138.536114331459,28.391,58.731,6.4794,119.8,1014,0
02-Jan-2021 16:00:00,678.8,830.657271214891,135.349801721925,28.345,58.352,6.4524,117.07,1014,0
02-Jan-2021 16:10:00,642.38,818.161573047861,132.063516805634,28.199,57.394,7.1781,117.4,1013.3,0
02-Jan-2021 16:20:00,603.57,799.647705263611,129.889997450637,28.13,56.121,6.4632,115.68,1013.2,0
02-Jan-2021 16:30:00,565.35,782.902298651852,126.810211479776,28.204,57.717,6.3153,118.33,1014,0
02-Jan-2021 16:40:00,526.62,764.69721662025,123.56524725512,28.029,56.995,5.9675,116.6,1014,0
02-Jan-2021 16:50:00,488.48,748.220105137796,119.302611882972,28.053,57.42,6.9361,113.995,1014,0
02-Jan-2021 17:00:00,445.28,710.967397402722,118.927961205998,27.736,59.244,6.601,117.25,1014,0
02-Jan-2021 17:10:00,403.2,674.463645159321,117.275199664867,27.592,59.656,6.7075,114.3,1014,0
02-Jan-2021 17:20:00,366.42,659.781681549931,110.227574602617,27.346,60.891,6.3899,115.885,1014,0
02-Jan-2021 17:30:00,330.17,647.017351085151,102.171101714822,27.189,61.684,7.1586,117.935,1014,0
02-Jan-2021 17:40:00,292.73,626.498718746876,94.8112798139494,27.052,62.203,6.1563,115.31,1014,0
02-Jan-2021 17:50:00,257.85,619.896444020886,84.6426029249668,26.862,62.65,6.172,112.775,1014.3,0
02-Jan-2021 18:00:00,218.26,575.220281726541,78.7226327254344,26.776,62.4,6.5748,111.44,1015,0
02-Jan-2021 18:10:00,180.8,536.742313214003,70.5548493123711,26.591,62.363,6.2374,115.68,1015,0
02-Jan-2021 18:20:00,144.05,489.934819088126,61.5446141964552,26.496,63.361,5.5815,112.76,1015,0
02-Jan-2021 18:30:00,106.87,411.360550778776,52.5969592556557,26.357,64.228,5.1327,105.495,1015,0
02-Jan-2021 18:40:00,69.852,215.011041037331,42.4601133521273,26.057,64.522,4.557,101.395,1015,0
02-Jan-2021 18:50:00,37.335,0,27.9638669637523,25.633,65.72,5.8475,106.68,1015,0
02-Jan-2021 19:00:00,12.4274,18.6802775152715,10.8725594688431,25.415,66.918,6.6322,112.39,1015,0
02-Jan-2021 19:10:00,2.5651,0,1.89628339262497,25.224,68.122,4.9099,109.985,1015,0
02-Jan-2021 19:20:00,0.0245,0,0.0245,25.024,69.036,4.3224,108.03,1015.9,0
02-Jan-2021 19:30:00,0,0,0,24.771,69.692,3.7596,108.27,1016,0
02-Jan-2021 19:40:00,0,0,0,24.54,70.464,2.9146,99.91,1016,0
02-Jan-2021 19:50:00,0,0,0,24.292,70.387,2.191,97.087,1016,0
02-Jan-2021 20:00:00,0,0,0,24.161,70.209,1.6195,90.64,1016,0
02-Jan-2021 20:10:00,0,0,0,23.941,70.958,2.4047,99.2,1016,0
02-Jan-2021 20:20:00,0,0,0,24.07,71.197,3.1487,102.945,1016.1,0
02-Jan-2021 20:30:00,0,0,0,24.2,71.472,2.6802,104.435,1016.1,0
02-Jan-2021 20:40:00,0,0,0,24.147,71.548,2.8232,100.125,1017,0
02-Jan-2021 20:50:00,0,0,0,24.091,71.112,3.0836,108.42,1017,0
02-Jan-2021 21:00:00,0,0,0,24.172,71.283,4.0124,111.93,1017,0
02-Jan-2021 21:10:00,0,0,0,24.13,70.903,3.7182,106.82,1017,0
02-Jan-2021 21:20:00,0,0,0,24.191,70.331,3.4664,110.01,1017,0
02-Jan-2021 21:30:00,0,0,0,24.244,69.786,3.8811,113.63,1017,0
02-Jan-2021 21:40:00,0,0,0,24.363,68.912,4.6829,113.995,1017,0
02-Jan-2021 21:50:00,0,0,0,24.52,70.248,5.2556,112.55,1017,0
